OrderID,Date,Customer,Product,Category,Quantity,UnitPrice,Discount,Revenue,City,Country,Salesperson
101851,2024-05-23,reginald morrow,Blender,Home & Kitchen,6,84.25,0.0,505.5,Tokyo,  JAPAN  ,Hana Suzuki
102647,2024-05-05,Lindsay Smith,  NOTEBOOK SET  ,Office Supplies,9,12.33,0.05,105.42,Berlin,Germany,  GEORGE OKAFOR  
105953,2023-12-06,Jesse Perry,standing desk,Furniture,2,338.96,0.0,677.92,Paris,  FRANCE  ,  HANA SUZUKI  
108552,2023-05-29,Sandra Aguilar,Coffee Maker,Home & Kitchen,1,96.07,0.2,76.86,Los Angeles,United States,  DAVID KIM  
100659,2024-11-04,Stephen Davis,Coffee Maker,Home & Kitchen,10,103.48,0.0,1034.8,Manchester,United Kingdom,  CARLA MENDES  
102932,2023-04-07,Richard Rodriguez,Standing Desk,Furniture,2,387.79,0.05,736.8,Melbourne,Australia,Farah Haddad
105428,2024-08-22,Brenda Hall,Winter Jacket,Apparel,7,197.88,0.15,1177.39,Los Angeles,  UNITED STATES  ,Elena Petrova
102854,2023-01-18,Donna Landry,4K Monitor,Electronics,1,153.89,0.1,138.5,toronto,  CANADA  ,Hana Suzuki
107396,2023-11-18,Virginia Henderson,Printer Paper (Ream),Office Supplies,1,10.69,0.0,10.69,Houston,united states,David Kim
105036,2024-10-26,  MICHAEL BOWEN  ,Printer Paper (Ream),Office Supplies,4,9.81,0.0,39.24,Rio de Janeiro,Brazil,Carla Mendes
100867,2023-06-01,Elizabeth Sharp,  AIR FRYER  ,Home & Kitchen,4,57.78,0.0,231.12,Sydney,Australia,george okafor
105729,2023-11-06,Michelle Brown,winter jacket,Apparel,3,132.79,0.05,378.45,Berlin,Germany,Julia Romano
109988,2024-11-12,thomas harris,4K Monitor,Electronics,9,308.83,0.05,2640.5,Toronto,Canada,Hana Suzuki
107144,2023-03-27,pamela diaz,notebook set,Office Supplies,6,7.69,0.05,43.83,lyon,France,Julia Romano
100187,2024-01-16,Christopher Smith,4K Monitor,Electronics,1,368.25,0.15,313.01,Melbourne,Australia,Ivan Petrov
107627,2024-05-23,Gary Jackson,water bottle,Sports & Outdoors,1,17.76,0.0,17.76,New York,United States,Alice Carter
102652,2024-06-06,Samantha Terry,Ballpoint Pens (Box),Office Supplies,5,9.86,0.1,44.37,Berlin,Germany,Alice Carter
109942,2024-10-10,Kevin Walters,Office Chair,Furniture,3,268.14,0.0,804.42,Manchester,United Kingdom,Julia Romano
106049,2024-12-08,Scott Duke,USB-C Charger,Electronics,4,23.75,0.0,95.0,Sao Paulo,Brazil,George Okafor
100082,2023-12-15,John Coffey,  BALLPOINT PENS (BOX)  ,Office Supplies,4,4.27,0.0,17.08,Berlin,Germany,Ivan Petrov
108119,2024-06-05,Catherine Frazier,Bluetooth Speaker,Electronics,10,46.83,0.05,444.88,  LYON  ,france,  BRIAN NGUYEN  
108153,2023-11-20,David Grant,Ballpoint Pens (Box),Office Supplies,5,8.3,0.15,35.27,mumbai,India,Carla Mendes
105371,2023-11-02,Mary Nelson,Blender,Home & Kitchen,6,65.91,0.05,375.69,Paris,France,Ivan Petrov
109600,2024-01-02,courtney rodriguez,Cotton T-Shirt,Apparel,2,31.99,0.05,60.78,Vancouver,  CANADA  ,Carla Mendes
108547,2024-04-24,Keith Rodriguez,Laptop Stand,Office Supplies,5,23.3,0.2,93.2,Paris,France,Elena Petrova
103329,2023-02-18,Deborah Figueroa,  BLENDER  ,Home & Kitchen,7,48.72,0.05,323.99,madrid,Spain,Elena Petrova
102753,2024-04-01,Kelly Donovan,Wireless Mouse,Electronics,2,28.43,0.05,54.02,London,United Kingdom,Farah Haddad
107496,2023-07-14,rachel bradley,4K Monitor,Electronics,9,152.44,0.0,1371.96,Lyon,France,Hana Suzuki
100043,2023-02-12,Mike Allen,Printer Paper (Ream),Office Supplies,3,8.66,0.05,24.68,Toronto,Canada,Farah Haddad
106940,2023-07-31,Danielle Bryant,Blender,Home & Kitchen,10,81.41,0.0,814.1,Tokyo,Japan,Julia Romano
101650,2023-08-10,Eric Carney,Air Fryer,Home & Kitchen,7,146.77,0.15,873.28,New York,United States,Farah Haddad
104179,2024-09-19,Christine Goodwin,Water Bottle,Sports & Outdoors,1,19.25,0.05,18.29,Sydney,Australia,Hana Suzuki
100166,2023-08-15,Kayla Rodriguez,  USB-C CHARGER  ,Electronics,5,26.87,0.15,114.2,Paris,France,Brian Nguyen
108484,2023-06-11,Dwayne Klein,4K Monitor,Electronics,8,221.43,0.0,1771.44,Toronto,  CANADA  ,Hana Suzuki
107523,2023-12-28,jennifer morris,Bluetooth Speaker,Electronics,4,44.99,0.0,179.96,  PARIS  ,  FRANCE  ,Ivan Petrov
106864,2023-06-09,Jennifer Young,Laptop Stand,Office Supplies,5,21.93,0.1,98.69,Munich,Germany,Julia Romano
101432,2024-07-25,brittney phillips,Bluetooth Speaker,Electronics,9,85.6,0.0,770.4,london,  UNITED KINGDOM  ,Alice Carter
109863,2024-06-17,  SCOTT ALEXANDER  ,Wireless Mouse,Electronics,3,21.87,0.0,65.61,Munich,germany,brian nguyen
102468,2023-08-01,Jeffrey Chandler,USB-C Charger,Electronics,4,28.97,0.0,115.88,Munich,Germany,  CARLA MENDES  
102692,2024-07-13,  PHILIP JACKSON  ,bluetooth speaker,Electronics,10,31.57,0.05,299.91,London,United Kingdom,Carla Mendes
106973,2023-11-13,Brian Rodriguez,Running Shoes,Apparel,10,124.96,0.2,999.68,sydney,Australia,Julia Romano
109407,2023-03-08,Danielle Murray,Bluetooth Speaker,Electronics,10,52.49,0.0,524.9,  MUMBAI  ,india,Hana Suzuki
101466,2024-12-28,Holly Farmer,Office Chair,Furniture,3,285.96,0.0,857.88,Mumbai,India,Carla Mendes
108305,2023-09-29,Cathy Robinson,Yoga Mat,Sports & Outdoors,9,36.39,0.2,262.01,Munich,Germany,Ivan Petrov
108945,2024-04-18,Elaine Brooks,Cookware Set,Home & Kitchen,8,191.35,0.15,1301.18,Tokyo,Japan,david kim
106194,2023-01-14,Carol Sanders,Mechanical Keyboard,Electronics,3,54.91,0.05,156.49,Lyon,  FRANCE  ,Alice Carter
104284,2024-12-02,Kelly Haynes,  LAPTOP STAND  ,Office Supplies,5,16.06,0.0,80.3,Chicago,United States,Elena Petrova
109258,2023-12-28,Marie Christian,Notebook Set,Office Supplies,3,10.8,0.1,29.16,Manchester,United Kingdom,  HANA SUZUKI  
102122,2024-12-14,Theresa Clark,Wireless Mouse,Electronics,5,29.2,0.2,116.8,Toronto,Canada,  ELENA PETROVA  
105128,2023-10-02,Gary Jackson,Notebook Set,Office Supplies,3,10.84,0.1,29.27,Munich,  GERMANY  ,Brian Nguyen
107927,2023-11-20,Jordan Williams,Winter Jacket,Apparel,2,129.68,0.0,259.36,Berlin,Germany,Alice Carter
101302,2023-02-23,  LISA ARCHER  ,Printer Paper (Ream),Office Supplies,9,10.53,0.0,94.77,Dubai,United Arab Emirates,  BRIAN NGUYEN  
108405,2023-10-19,Carol Tucker,Cotton T-Shirt,Apparel,7,11.78,0.0,82.46,Los Angeles,  UNITED STATES  ,David Kim
103205,2024-05-25,  ALEX HERNANDEZ  ,laptop stand,Office Supplies,9,38.46,0.1,311.53,Madrid,Spain,David Kim
100643,2023-09-06,Megan Le,4K Monitor,Electronics,2,339.43,0.0,678.86,Los Angeles,united states,  ELENA PETROVA  
105256,2023-12-14,Angela Lopez,Printer Paper (Ream),Office Supplies,5,6.47,0.0,32.35,Los Angeles,united states,  ALICE CARTER  
106121,2023-12-28,Mary Miller,Ballpoint Pens (Box),Office Supplies,4,8.42,0.15,28.63,  BERLIN  ,Germany,Ivan Petrov
108056,2024-09-14,Jonathan Glass MD,4k monitor,Electronics,2,265.86,0.1,478.55,Osaka,japan,Hana Suzuki
102487,2023-02-06,Eric Williams,Mechanical Keyboard,Electronics,8,109.04,0.0,872.32,dubai,  UNITED ARAB EMIRATES  ,Julia Romano
100572,2024-05-17,Nicole Barker,blender,Home & Kitchen,10,48.66,0.2,389.28,Berlin,Germany,Elena Petrova
107167,2024-03-29,Jose Allen,laptop stand,Office Supplies,5,31.25,0.2,125.0,New York,United States,Julia Romano
104325,2023-05-05,Megan Adams,Wireless Mouse,Electronics,7,25.2,0.2,141.12,chicago,United States,  ALICE CARTER  
100189,2024-02-10,,Cotton T-Shirt,Apparel,1,32.12,,30.51,,United States,  GEORGE OKAFOR  
102366,2024-02-21,Kathleen Webster,  4K MONITOR  ,Electronics,7,275.83,0.0,1930.81,Los Angeles,United States,Alice Carter
104050,2024-06-26,Jeffrey Mills,Office Chair,Furniture,10,222.49,0.05,2113.66,Mumbai,India,Elena Petrova
105724,2023-11-15,  PAULA MORENO  ,Standing Desk,Furniture,-6,229.17,0.05,1306.27,rio de janeiro,Brazil,Brian Nguyen
100244,2023-07-16,Christian Vaughn,Printer Paper (Ream),Office Supplies,5,9.41,0.1,42.34,melbourne,australia,Ivan Petrov
104142,2024-07-22,  SANDRA DRAKE  ,USB-C Charger,Electronics,-4,35.52,0.15,120.77,madrid,Spain,Brian Nguyen
103535,2024-01-06,Melissa Brewer,Yoga Mat,Sports & Outdoors,5,41.14,0.2,164.56,Melbourne,Australia,George Okafor
108507,2023-11-17,  JOHN ALLEN  ,  BLENDER  ,Home & Kitchen,9,81.18,0.2,584.5,Sydney,Australia,Brian Nguyen
108458,2023-01-29,  JEFFREY MENDEZ  ,USB-C Charger,Electronics,2,38.1,0.0,76.2,Lyon,France,david kim
106195,2024-11-27,  VICKIE ANDERSON  ,desk lamp,Furniture,1,38.81,0.1,34.93,  TORONTO  ,Canada,Brian Nguyen
103414,2024-12-11,Jennifer Porter,Coffee Maker,Home & Kitchen,3,136.42,0.0,409.26,Munich,Germany,Julia Romano
106026,2024-04-05,William Graham,Ballpoint Pens (Box),Office Supplies,9,3.53,0.0,31.77,Dubai,  UNITED ARAB EMIRATES  ,  HANA SUZUKI  
109859,2023-07-16,Nathan Freeman,Air Fryer,Home & Kitchen,4,119.7,0.15,406.98,Osaka,Japan,Ivan Petrov
106689,2024-09-15,aimee turner,Office Chair,Furniture,4,194.54,0.0,778.16,Sydney,Australia,Ivan Petrov
100108,2023-04-27,Andrew Avila,  CAMPING TENT  ,Sports & Outdoors,7,92.87,0.0,650.09,Manchester,United Kingdom,carla mendes
108234,2024-07-21,Megan Oliver,Bluetooth Speaker,Electronics,5,58.23,0.05,276.59,Munich,Germany,George Okafor
108213,2024-10-12,Amanda Hill,Laptop Stand,Office Supplies,4,35.99,0.0,143.96,Rio de Janeiro,Brazil,Hana Suzuki
106432,2024-09-22,Stephen Davis,Bluetooth Speaker,Electronics,7,25.34,0.05,168.51,Barcelona,Spain,Brian Nguyen
107534,2024-10-07,Kathleen Robertson,printer paper (ream),Office Supplies,7,10.04,0.0,70.28,munich,germany,Brian Nguyen
102892,2024-12-06,Ashley Barton,Ballpoint Pens (Box),Office Supplies,10,3.53,0.0,35.3,Melbourne,Australia,Hana Suzuki
100773,2023-01-30,David Davis,Bluetooth Speaker,Electronics,9,73.13,0.0,658.17,Vancouver,Canada,  BRIAN NGUYEN  
106535,2024-11-18,Veronica Silva,Water Bottle,Sports & Outdoors,1,11.16,0.0,11.16,London,United Kingdom,Alice Carter
104886,2023-04-19,  DANA CHAPMAN  ,Yoga Mat,Sports & Outdoors,3,24.22,0.0,72.66,Delhi,India,George Okafor
103833,2023-02-24,Timothy Romero,Blender,Home & Kitchen,5,58.79,0.1,264.56,dubai,United Arab Emirates,David Kim
103208,2024-07-31,Raymond Chapman,Office Chair,Furniture,10,112.03,0.0,1120.3,Chicago,United States,alice carter
104862,2023-03-19,Garrett Lin,Ballpoint Pens (Box),Office Supplies,4,9.91,0.2,31.71,Toronto,Canada,Carla Mendes
107930,2023-07-04,Susan Turner,Laptop Stand,Office Supplies,9,17.31,0.0,155.79,Melbourne,  AUSTRALIA  ,Alice Carter
100126,2023-02-20,james nguyen,cookware set,Home & Kitchen,1,135.2,0.1,121.68,Osaka,Japan,Elena Petrova
105191,2023-12-28,Jeremy Scott,4K Monitor,Electronics,7,209.52,0.05,1393.31,  PARIS  ,France,George Okafor
106320,2024-01-11,Gregory Ponce,Wireless Mouse,Electronics,6,26.94,0.1,145.48,Melbourne,Australia,Elena Petrova
107308,2024-06-04,Richard Stevens,Winter Jacket,Apparel,8,195.85,0.1,1410.12,New York,United States,Elena Petrova
102419,2023-06-07,Kara Sandoval,air fryer,Home & Kitchen,10,63.8,0.0,638.0,Berlin,Germany,Carla Mendes
105803,2024-06-22,Samuel Wong,Coffee Maker,Home & Kitchen,5,34.86,0.0,174.3,Berlin,Germany,Carla Mendes
104488,2024-03-28,vanessa hatfield,Printer Paper (Ream),Office Supplies,9,5.36,0.15,41.0,  TORONTO  ,Canada,Hana Suzuki
106956,2024-06-12,Donna Landry,Water Bottle,Sports & Outdoors,7,18.7,0.1,117.81,Houston,United States,Hana Suzuki
103851,2023-06-11,Samuel Wong,Air Fryer,Home & Kitchen,2,161.17,0.15,273.99,Rio de Janeiro,  BRAZIL  ,julia romano
100536,2023-03-21,Jesse Clark,Running Shoes,Apparel,6,98.83,0.1,533.68,Tokyo,Japan,David Kim
100851,2023-11-07,Daniel Kane,Cotton T-Shirt,Apparel,3,10.9,0.1,29.43,Osaka,Japan,Hana Suzuki
104427,2023-11-20,Steven Howard,USB-C Charger,Electronics,8,21.53,0.05,163.63,Osaka,Japan,Brian Nguyen
106114,2023-06-15,Cheyenne Horton,Blender,Home & Kitchen,10,52.54,0.2,420.32,  BERLIN  ,Germany,George Okafor
102966,2023-11-17,Sergio Knight,Blender,Home & Kitchen,6,46.62,0.0,279.72,Berlin,Germany,Hana Suzuki
108742,2023-03-23,Vincent Novak,Coffee Maker,Home & Kitchen,4,108.27,0.0,433.08,Osaka,Japan,Carla Mendes
103715,2023-03-22,Madison Weber,Notebook Set,Office Supplies,1,5.63,0.0,5.63,Berlin,  GERMANY  ,  BRIAN NGUYEN  
108135,2024-06-02,Michelle Jacobs,  BLENDER  ,Home & Kitchen,4,95.62,0.0,382.48,Mumbai,India,alice carter
106904,2023-02-26,John Garcia,  DESK LAMP  ,Furniture,7,29.71,0.05,197.57,Manchester,United Kingdom,Farah Haddad
108330,2024-11-26,Kara Sandoval,  YOGA MAT  ,Sports & Outdoors,4,16.89,0.05,64.18,Los Angeles,united states,Farah Haddad
107973,2024-12-02,Evelyn Martinez,Wireless Mouse,Electronics,9,19.59,0.0,176.31,London,United Kingdom,  DAVID KIM  
102910,2023-11-18,,Cookware Set,Home & Kitchen,3,187.72,,563.16,,United States,alice carter
103060,2024-03-27,Nathan Nelson,Notebook Set,Office Supplies,6,5.14,0.0,30.84,Manchester,united kingdom,George Okafor
104453,2024-01-12,Amanda Guzman,printer paper (ream),Office Supplies,2,4.78,0.0,9.56,Sydney,  AUSTRALIA  ,  ALICE CARTER  
106071,2024-09-08,kara hernandez,Desk Lamp,Furniture,6,58.28,0.0,349.68,Barcelona,Spain,Carla Mendes
106122,2024-01-07,Cody Davidson,Bluetooth Speaker,Electronics,4,89.19,0.0,356.76,Munich,Germany,Carla Mendes
105317,2023-09-13,Joshua Vance,Bluetooth Speaker,Electronics,3,61.84,0.1,166.97,  BERLIN  ,Germany,Hana Suzuki
102145,2023-08-11,Ashley Parrish,Cotton T-Shirt,Apparel,4,27.19,0.05,103.32,Dubai,United Arab Emirates,Carla Mendes
102398,2024-03-19,,Printer Paper (Ream),Office Supplies,5,10.53,,44.75,,  CANADA  ,Hana Suzuki
105207,2024-06-29,  RICHARD RODRIGUEZ  ,Yoga Mat,Sports & Outdoors,10,32.95,0.0,329.5,Mumbai,  INDIA  ,George Okafor
101839,2024-12-09,Jim Newton,Mechanical Keyboard,Electronics,1,100.19,0.2,80.15,Paris,France,Hana Suzuki
109237,2023-05-29,Michele Hill,Mechanical Keyboard,Electronics,3,111.27,0.2,267.05,London,United Kingdom,George Okafor
104779,2024-04-12,kathleen moran,Printer Paper (Ream),Office Supplies,8,7.22,0.1,51.98,Los Angeles,United States,George Okafor
104016,2024-02-15,Amy Garcia,Bluetooth Speaker,Electronics,2,89.27,0.0,178.54,Munich,Germany,Brian Nguyen
109994,2024-03-05,Colleen Wright,Blender,Home & Kitchen,2,67.41,0.1,121.34,Los Angeles,united states,Elena Petrova
103032,2024-12-24,Heather Fields,Bluetooth Speaker,Electronics,8,48.08,0.0,384.64,Sydney,Australia,Hana Suzuki
108176,2023-02-10,Bryan Herrera,Cookware Set,Home & Kitchen,10,209.4,0.0,2094.0,Manchester,United Kingdom,Alice Carter
105776,2023-12-24,Dale Chan,Mechanical Keyboard,Electronics,3,40.17,0.05,114.48,Sydney,Australia,Farah Haddad
103121,2023-05-23,David Grant,Air Fryer,Home & Kitchen,5,114.59,0.0,572.95,New York,  UNITED STATES  ,Hana Suzuki
105681,2024-04-19,Samantha Garcia,Notebook Set,Office Supplies,6,7.92,0.05,45.14,Rio de Janeiro,brazil,Ivan Petrov
101521,2024-01-14,Pamela Gutierrez,Yoga Mat,Sports & Outdoors,1,31.11,0.1,28.0,Osaka,Japan,  ELENA PETROVA  
104907,2024-07-29,,Coffee Maker,Home & Kitchen,3,130.81,,313.94,,Australia,ivan petrov
109272,2023-11-24,brenda gonzalez,Cookware Set,Home & Kitchen,1,236.95,0.05,225.1,Munich,  GERMANY  ,david kim
106888,2024-12-18,Bradley Johnson DDS,Blender,Home & Kitchen,6,63.81,0.1,344.57,mumbai,India,Julia Romano
100422,2023-12-19,Joseph Smith,Mechanical Keyboard,Electronics,2,52.09,0.0,104.18,  OSAKA  ,Japan,Julia Romano
105804,2023-07-11,Daniel Salinas,cotton t-shirt,Apparel,4,21.92,0.0,87.68,Houston,United States,carla mendes
104582,2023-09-06,George Ochoa,Bluetooth Speaker,Electronics,8,34.62,0.0,276.96,Rio de Janeiro,Brazil,Farah Haddad
109265,2023-04-05,Derrick Brown,office chair,Furniture,6,298.31,0.0,1789.86,Houston,united states,Brian Nguyen
107229,2023-01-30,,  STANDING DESK  ,Furniture,10,188.27,,1882.7,,United Arab Emirates,Ivan Petrov
108281,2024-03-14,,Cookware Set,Home & Kitchen,7,245.41,,1631.98,,Australia,ivan petrov
106019,2023-11-12,  JONATHAN LAWRENCE  ,Notebook Set,Office Supplies,6,6.45,0.0,38.7,Sydney,Australia,  ALICE CARTER  
109276,2024-09-03,Victoria Garcia,Mechanical Keyboard,Electronics,5,102.44,0.0,512.2,New York,United States,  FARAH HADDAD  
103051,2023-04-23,Katherine Martinez,Notebook Set,Office Supplies,7,6.4,0.2,35.84,Los Angeles,United States,Hana Suzuki
104076,2023-06-11,Victor Baker,ballpoint pens (box),Office Supplies,9,7.33,0.0,65.97,Madrid,spain,Carla Mendes
105524,2024-02-18,Bianca Wood,Blender,Home & Kitchen,2,67.94,0.0,135.88,Toronto,Canada,Julia Romano
105085,2024-05-01,Steven Rivera,winter jacket,Apparel,7,113.76,0.0,796.32,Madrid,Spain,Julia Romano
103887,2024-03-23,Angel May,Ballpoint Pens (Box),Office Supplies,10,3.19,0.1,28.71,Delhi,India,Farah Haddad
108303,2023-08-13,Spencer Haynes,running shoes,Apparel,4,81.42,0.05,309.4,New York,United States,Brian Nguyen
109388,2023-02-12,Amanda Terrell,Air Fryer,Home & Kitchen,2,170.66,0.0,341.32,Houston,United States,Carla Mendes
102390,2023-03-31,megan nelson,Wireless Mouse,Electronics,10,21.45,0.0,214.5,Mumbai,India,George Okafor
102766,2023-09-11,Michele Williams,  COFFEE MAKER  ,Home & Kitchen,3,57.02,0.0,171.06,London,United Kingdom,carla mendes
104451,2023-11-05,Kenneth Scott,Notebook Set,Office Supplies,5,9.67,0.2,38.68,Mumbai,India,Brian Nguyen
106120,2024-12-24,  KERRY CHAVEZ DDS  ,Camping Tent,Sports & Outdoors,3,102.54,0.0,307.62,Toronto,Canada,  GEORGE OKAFOR  
102750,2024-11-15,Mr. Andrew Foster,Printer Paper (Ream),Office Supplies,2,5.41,0.2,8.66,  BARCELONA  ,Spain,Alice Carter
101128,2024-11-26,Diana May,Cookware Set,Home & Kitchen,3,209.24,0.05,596.33,Barcelona,Spain,Brian Nguyen
108057,2023-06-24,Amy Gordon,Yoga Mat,Sports & Outdoors,2,30.8,0.0,61.6,New York,  UNITED STATES  ,David Kim
105891,2024-12-19,Jenna Wilson,Mechanical Keyboard,Electronics,2,101.11,0.0,202.22,Manchester,United Kingdom,Ivan Petrov
107334,2023-09-04,  CATHERINE FRAZIER  ,Desk Lamp,Furniture,8,47.18,0.0,377.44,Dubai,united arab emirates,david kim
105373,2023-12-19,glen wood,Water Bottle,Sports & Outdoors,1,13.53,0.05,12.85,Vancouver,Canada,Alice Carter
103202,2023-11-05,dr. paul morgan,Cookware Set,Home & Kitchen,9,86.72,0.05,741.46,  LONDON  ,  UNITED KINGDOM  ,Alice Carter
101123,2024-02-06,Eric Barker,running shoes,Apparel,3,66.92,0.0,200.76,Delhi,India,farah haddad
108134,2024-04-26,Christina Johnson,Notebook Set,Office Supplies,4,13.64,0.15,46.38,chicago,United States,Elena Petrova
104145,2024-08-28,chelsea nguyen,USB-C Charger,Electronics,5,23.32,0.0,116.6,Toronto,Canada,Elena Petrova
109172,2024-09-26,James Howard,Air Fryer,Home & Kitchen,6,162.55,0.2,780.24,London,united kingdom,Hana Suzuki
109160,2023-09-04,Victor Brown,Camping Tent,Sports & Outdoors,3,277.53,0.05,790.96,Los Angeles,united states,Elena Petrova
108169,2024-04-21,Theresa Clark,Yoga Mat,Sports & Outdoors,6,22.8,0.0,136.8,Tokyo,Japan,Carla Mendes
103909,2024-04-12,Raymond Johnson,  CAMPING TENT  ,Sports & Outdoors,3,176.91,0.0,530.73,Munich,Germany,George Okafor
105377,2023-04-05,Dr. William Warren,Air Fryer,Home & Kitchen,9,84.74,0.0,762.66,Lyon,France,  CARLA MENDES  
100017,2024-06-03,  TRACY BALLARD  ,Bluetooth Speaker,Electronics,5,81.58,0.2,326.32,Tokyo,  JAPAN  ,Farah Haddad
105477,2024-01-30,courtney rodriguez,Cookware Set,Home & Kitchen,8,91.88,0.0,735.04,Osaka,Japan,George Okafor
101970,2024-04-14,carrie wright,Winter Jacket,Apparel,1,134.17,0.2,107.34,Los Angeles,United States,George Okafor
100021,2024-02-13,Jorge Stone,Camping Tent,Sports & Outdoors,4,248.61,0.15,845.27,  MUNICH  ,Germany,Hana Suzuki
109030,2024-11-28,Tracy Chavez,  COOKWARE SET  ,Home & Kitchen,3,226.94,0.0,680.82,Mumbai,India,  HANA SUZUKI  
107225,2023-05-19,Daniel Wagner,Standing Desk,Furniture,3,156.35,0.0,469.05,Sao Paulo,Brazil,Alice Carter
107724,2024-06-26,Mr. Alexander Landry MD,Coffee Maker,Home & Kitchen,9,61.23,0.0,551.07,Munich,Germany,George Okafor
106076,2024-11-29,barbara hester,Notebook Set,Office Supplies,1,12.27,0.0,12.27,Paris,France,George Okafor
100371,2023-03-07,michelle walls,Wireless Mouse,Electronics,7,16.7,0.0,116.9,Mumbai,India,Brian Nguyen
103814,2023-04-18,Felicia Krueger,Air Fryer,Home & Kitchen,10,112.29,0.0,1122.9,Sydney,australia,George Okafor
102157,2023-02-11,  MICHAEL JOHNSON  ,  PRINTER PAPER (REAM)  ,Office Supplies,9,5.48,0.05,46.85,Los Angeles,United States,elena petrova
108509,2024-10-27,Scott Williams,Wireless Mouse,Electronics,9,12.57,0.0,113.13,  SAO PAULO  ,Brazil,Farah Haddad
108682,2023-09-23,kevin davis,Running Shoes,Apparel,8,52.76,0.05,400.98,Barcelona,Spain,Ivan Petrov
105544,2024-01-08,Edward Stanley,Running Shoes,Apparel,6,112.09,0.05,638.91,  DUBAI  ,United Arab Emirates,George Okafor
103312,2024-08-27,Susan Murray MD,ballpoint pens (box),Office Supplies,6,3.23,0.15,16.47,Rio de Janeiro,Brazil,George Okafor
107805,2024-01-31,Melissa Abbott,Yoga Mat,Sports & Outdoors,5,40.68,0.0,203.4,Munich,Germany,David Kim
103643,2023-01-10,Steven Blevins,mechanical keyboard,Electronics,1,90.12,0.1,81.11,  MUNICH  ,Germany,Farah Haddad
101367,2023-08-01,Nicholas Rush,  LAPTOP STAND  ,Office Supplies,9,32.06,0.05,274.11,London,United Kingdom,ivan petrov
101368,2023-03-10,Jesse Clark,Printer Paper (Ream),Office Supplies,9,6.85,0.2,49.32,Toronto,Canada,Brian Nguyen
103170,2023-12-21,Mrs. Diane Reyes,  COTTON T-SHIRT  ,Apparel,-10,24.48,0.2,195.84,Toronto,Canada,Carla Mendes
109373,2024-01-26,Aaron Parker,Standing Desk,Furniture,4,493.09,0.1,1775.12,London,United Kingdom,Hana Suzuki
100863,2023-12-22,Emily Wilson,Coffee Maker,Home & Kitchen,8,126.14,0.05,958.66,london,United Kingdom,Ivan Petrov
104200,2023-08-12,Michelle Jacobs,Desk Lamp,Furniture,1,23.49,0.15,19.97,Madrid,spain,Alice Carter
104454,2023-10-05,Lauren Carson,Wireless Mouse,Electronics,4,14.91,0.2,47.71,Sydney,Australia,Farah Haddad
101755,2023-12-28,paula brown,Office Chair,Furniture,3,130.18,0.0,390.54,Dubai,  UNITED ARAB EMIRATES  ,Farah Haddad
107888,2023-01-20,Kristy Hart,wireless mouse,Electronics,10,23.29,0.0,232.9,Vancouver,Canada,Julia Romano
101137,2023-11-18,Tracy Chavez,Blender,Home & Kitchen,1,77.14,0.1,69.43,Sydney,  AUSTRALIA  ,David Kim
104500,2023-09-09,  JAMES WEBSTER  ,  BLUETOOTH SPEAKER  ,Electronics,5,58.96,0.0,294.8,Vancouver,Canada,  JULIA ROMANO  
106880,2023-12-09,Charles Lester,Blender,Home & Kitchen,1,56.11,0.0,56.11,Dubai,  UNITED ARAB EMIRATES  ,Carla Mendes
107733,2023-03-31,Jenna Wilson,Standing Desk,Furniture,3,153.43,0.2,368.23,  LOS ANGELES  ,  UNITED STATES  ,Julia Romano
101579,2023-08-23,Marie Thompson,Air Fryer,Home & Kitchen,7,127.38,0.2,713.33,Berlin,Germany,Elena Petrova
106478,2024-08-31,Jeremy Mitchell,Camping Tent,Sports & Outdoors,3,169.86,0.15,433.14,Barcelona,Spain,  DAVID KIM  
105109,2024-10-08,,Yoga Mat,Sports & Outdoors,1,24.8,,22.32,,United States,Julia Romano
103200,2024-08-04,Diana Hays,Office Chair,Furniture,3,177.84,0.15,453.49,Los Angeles,United States,Farah Haddad
100130,2023-10-30,Jonathan Brooks,Water Bottle,Sports & Outdoors,3,23.53,0.0,70.59,Melbourne,Australia,Brian Nguyen
106306,2024-12-10,Bradley Johnson DDS,Notebook Set,Office Supplies,7,11.89,0.2,66.58,New York,United States,  DAVID KIM  
106801,2024-07-23,Mitchell Sellers,coffee maker,Home & Kitchen,9,51.61,0.15,394.82,Delhi,India,Ivan Petrov
104757,2024-03-15,Amanda Sullivan MD,  COFFEE MAKER  ,Home & Kitchen,3,45.44,0.15,115.87,  DUBAI  ,United Arab Emirates,Elena Petrova
103344,2024-05-28,Briana Murray,Cotton T-Shirt,Apparel,2,28.36,0.15,48.21,Osaka,Japan,  GEORGE OKAFOR  
104963,2023-10-25,Scott Duke,Standing Desk,Furniture,10,474.49,0.15,4033.16,Madrid,spain,  ELENA PETROVA  
107370,2023-02-06,Antonio Garcia,Blender,Home & Kitchen,2,87.38,0.0,174.76,Manchester,United Kingdom,Elena Petrova
103540,2024-05-26,Jessica Smith,ballpoint pens (box),Office Supplies,9,9.96,0.15,76.19,London,United Kingdom,George Okafor
100921,2023-12-16,Mr. Andrew Foster,Coffee Maker,Home & Kitchen,8,116.89,0.1,841.61,Berlin,Germany,David Kim
101219,2023-07-28,jeffrey chavez,Standing Desk,Furniture,4,396.08,0.0,1584.32,  NEW YORK  ,United States,farah haddad
